cik,ticker,w_2015,dlog_shares,shares_2015_adj,shares_last_adj,ratio,contrib
1048911,FDX,0.002910906602390741,-0.2334488347454969,393397000.00000006,311491000.0,0.7917981072555204,-0.000679547754381092
40533,GD,0.002799046117263751,-0.2421137788068501,353499000.0,277485000.0,0.7849668598779629,-0.0006776876325053685
320335,GL,0.0007961501834036276,-0.8479462464937718,209345677.5,89661422.0,0.42829363887869143,-0.0006750925596624341
93751,STT,0.0016318614167557294,-0.40946293840469167,455155000.0,302226000.0,0.6640067669255528,-0.0006681867707740441
36104,USB,0.003924797678146422,-0.1693183108716928,1849000000.0,1561000000.0,0.8442401297998918,-0.000664540113376894
29534,DG,0.00169447146681912,-0.38694710849756286,323854000.0,219938000.0,0.6791270140248383,-0.0006556708345172826
1467373,ACN,0.0054268833580316065,-0.11485453551450486,713340470.0,635940044.0,0.8914958154554165,-0.0006233021673781165
874766,HIG,0.0012358072093622244,-0.49652424671929896,490600000.0,298600000.0,0.6086424785976355,-0.0006136082437188575
6951,AMAT,0.0016568582650422002,-0.36644950212409766,1219000000.0,845000000.0,0.6931911402789172,-0.0006071548863149105
21665,CL,0.004558517528156032,-0.13257430210641588,939900000.0,823200000.0,0.8758378550909671,-0.0006043422799351499
21344,KO,0.014102036419709455,-0.042819997182928185,4509000000.0,4320000000.0,0.9580838323353293,-0.0006038491597655095
29905,DOV,0.0009334107907264758,-0.6241407095951236,258895679.13000003,138696000.0,0.5357215711983984,-0.000582579673267768
1000228,HSIC,0.0010090891053911206,-0.5282331621622613,223436099.99999997,131748171.0,0.5896458584803441,-0.0005330343290442391
1466258,TT,0.0010148283687526898,-0.520867937695898,384508700.0,228400000.0,0.5940047650417273,-0.0005285915595475058
68505,MSI,0.0011468486222182756,-0.4597788169320667,270500000.0,170800000.0,0.6314232902033272,-0.0005272967027236895
7084,ADM,0.001770435838063851,-0.2962658161431724,663000000.0,493000000.0,0.7435897435897436,-0.0005245196184931082
1633917,PYPL,0.0031901483901817383,-0.16386547197304402,1224000000.0,1039000000.0,0.8488562091503268,-0.0005227551716211771
49071,HUM,0.0018942753228793053,-0.2751461226032136,159151000.0,120869000.0,0.7594611406777212,-0.0005212025102331913
1385157,TEL,0.0016422217856533303,-0.2884704051689974,423000000.0,317000000.0,0.7494089834515366,-0.00047373238388477063
55785,KMB,0.0025644800525768683,-0.18121783218698015,403953900.0,337000000.0,0.8342536116126122,-0.00046472951581473293
100493,TSN,0.0012266061721432626,-0.3744733547998268,413000000.0,284000000.0,0.6876513317191283,-0.0004593313283006614
1014473,VRSN,0.000990782638889526,-0.4614770552453596,155786000.0,98200000.0,0.6303518929813976,-0.000457223454582965
1111711,NI,0.0008079640555444071,-0.559902801880824,798229070.0,456000000.0,0.5712645869938062,-0.0004523813385183072
1090727,UPS,0.004398081546502388,-0.10208412611327974,948000000.0,856000000.0,0.9029535864978903,-0.00044897431124963825
32604,EMR,0.0019174308323935741,-0.23064150368668504,722900000.0,574000000.0,0.7940240697191866,-0.0004422391303984661
62996,MAS,0.0007008157041702598,-0.6038317814857354,400575999.99999994,219000000.0,0.5467127336635246,-0.0004231747951423081
101829,RTX,0.004994776925237688,-0.07903037873777378,1454093900.0,1343600000.0,0.9240118537049086,-0.00039473911211222767
796343,ADBE,0.003511624333003648,-0.11193523894912429,513476000.0,459100000.0,0.8941021586208509,-0.00039307450881432253
89800,SHW,0.0019475349349459693,-0.19608774977176724,309146613.0,254100000.0,0.8219401064568674,-0.0003818877429954602
217346,TXT,0.000849128504538072,-0.44677295469269823,281790000.0,180258000.0,0.639689130203343,-0.0003793676508862666
77360,PNR,0.0006183389211777009,-0.6005691716180499,304649400.0,167100000.0,0.5484993569657449,-0.0003713552936708905
38777,BEN,0.0016997258014654097,-0.21720788263606022,634100000.0,510300000.0,0.8047626557325342,-0.0003691938423981821
26172,CMI,0.0012008265883402354,-0.29814746911824125,187417841.0,139100000.0,0.7421918812948016,-0.0003580234081635333
764478,BBY,0.0007705563590503304,-0.4642663788555922,347600000.0,218500000.0,0.6285960874568469,-0.0003577434105204464
277135,GWW,0.0008827690200371585,-0.3648759662942076,70576432.0,49000000.0,0.6942827600012423,-0.0003221011992006489
1000697,WAT,0.0008479394936487357,-0.3738261840343021,86546000.0,59552000.0,0.6880965035934647,-0.00031698198520268525
352915,UHS,0.000825642413454329,-0.3807825598793853,99361000.0,67896000.0,0.6833264560541863,-0.0003143902317401332
1059556,MCO,0.0014689531560999288,-0.20156595066966254,223500000.0,182700000.0,0.8174496644295302,-0.00029609093939848336
1281761,RF,0.0006693477985962132,-0.42914759275172343,1410000000.0,918000000.0,0.6510638297872341,-0.0002872489964812303
1002047,NTAP,0.0005437766217577241,-0.5144553918165694,368000000.0,220000000.0,0.5978260869565217,-0.00027974881500706045
73309,NUE,0.0009366881849927418,-0.2916553007912181,319266000.0,238500000.0,0.7470259908665502,-0.00027319007434163824
29989,OMC,0.0010006531454707318,-0.27092615872334197,260400000.0,198600000.0,0.7626728110599078,-0.00027110311291681486
822416,PHM,0.00044150929596414054,-0.61178546654783,386866000.0,209829000.0,0.5423815998304322,-0.00027010897061662567
1067701,URI,0.0005613211197636499,-0.46797165647163075,106291000.0,66567000.0,0.6262712741436246,-0.00026268237422830587
100517,UAL,0.0016310553788166898,-0.15996464969267818,391000000.0,333200000.0,0.8521739130434782,-0.0002609112023017703
1551182,ETN,0.0014250788226754425,-0.1769239412290652,476700000.0,399400000.0,0.8378435074470316,-0.0002521305618698154
1408198,MSCI,0.0005639672984304703,-0.427460533786576,121074000.0,78960000.0,0.6521631398979136,-0.00024107376242526204
1022079,DGX,0.0007923966323591956,-0.30305010268009486,153000000.0,113000000.0,0.738562091503268,-0.00024013588079981562
35527,FITB,0.0009087626160834075,-0.26375710411264974,894736445.0,687300837.0,0.7681600999275267,-0.00023969259594399525
51434,IP,0.0007821721374723952,-0.3035457868964253,479818310.4,354200000.0,0.7381960886501425,-0.00023742505695751714
1126328,PFG,0.0009764823976963476,-0.23690310659732128,298200000.0,235300000.0,0.7890677397719651,-0.00023133171355186572
