period,concept,total_usd_bn,n_filers,source
2015Q1,PaymentsForRepurchaseOfCommonStock,136.249408,1491,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2015Q1.json"
2015Q2,PaymentsForRepurchaseOfCommonStock,12.246360,157,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2015Q2.json"
2015Q3,PaymentsForRepurchaseOfCommonStock,27.736034,187,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2015Q3.json"
2015Q4,PaymentsForRepurchaseOfCommonStock,34.551673,159,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2015Q4.json"
2016Q1,PaymentsForRepurchaseOfCommonStock,146.907332,1503,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2016Q1.json"
2016Q2,PaymentsForRepurchaseOfCommonStock,12.747912,135,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2016Q2.json"
2016Q3,PaymentsForRepurchaseOfCommonStock,20.514175,159,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2016Q3.json"
2016Q4,PaymentsForRepurchaseOfCommonStock,25.316412,145,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2016Q4.json"
2017Q1,PaymentsForRepurchaseOfCommonStock,128.429724,1378,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2017Q1.json"
2017Q2,PaymentsForRepurchaseOfCommonStock,15.879123,135,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2017Q2.json"
2017Q3,PaymentsForRepurchaseOfCommonStock,22.753911,147,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2017Q3.json"
2017Q4,PaymentsForRepurchaseOfCommonStock,34.335241,144,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2017Q4.json"
2018Q1,PaymentsForRepurchaseOfCommonStock,165.828179,1361,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2018Q1.json"
2018Q2,PaymentsForRepurchaseOfCommonStock,19.997117,140,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2018Q2.json"
2018Q3,PaymentsForRepurchaseOfCommonStock,38.069951,165,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2018Q3.json"
2018Q4,PaymentsForRepurchaseOfCommonStock,42.615866,137,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2018Q4.json"
2019Q1,PaymentsForRepurchaseOfCommonStock,169.448250,1459,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2019Q1.json"
2019Q2,PaymentsForRepurchaseOfCommonStock,12.947685,137,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2019Q2.json"
2019Q3,PaymentsForRepurchaseOfCommonStock,28.482720,162,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2019Q3.json"
2019Q4,PaymentsForRepurchaseOfCommonStock,37.602416,135,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2019Q4.json"
2020Q1,PaymentsForRepurchaseOfCommonStock,183.167111,1532,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2020Q1.json"
2020Q2,PaymentsForRepurchaseOfCommonStock,21.100499,111,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2020Q2.json"
2020Q3,PaymentsForRepurchaseOfCommonStock,20.567231,143,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2020Q3.json"
2020Q4,PaymentsForRepurchaseOfCommonStock,40.997554,139,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2020Q4.json"
2021Q1,PaymentsForRepurchaseOfCommonStock,150.409545,1481,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2021Q1.json"
2021Q2,PaymentsForRepurchaseOfCommonStock,12.829996,139,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2021Q2.json"
2021Q3,PaymentsForRepurchaseOfCommonStock,32.394722,160,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2021Q3.json"
2021Q4,PaymentsForRepurchaseOfCommonStock,53.528415,140,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2021Q4.json"
2022Q1,PaymentsForRepurchaseOfCommonStock,265.757321,1555,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2022Q1.json"
2022Q2,PaymentsForRepurchaseOfCommonStock,28.027991,149,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2022Q2.json"
2022Q3,PaymentsForRepurchaseOfCommonStock,38.451479,155,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2022Q3.json"
2022Q4,PaymentsForRepurchaseOfCommonStock,42.715267,135,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2022Q4.json"
2023Q1,PaymentsForRepurchaseOfCommonStock,226.116982,1610,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2023Q1.json"
2023Q2,PaymentsForRepurchaseOfCommonStock,19.641797,133,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2023Q2.json"
2023Q3,PaymentsForRepurchaseOfCommonStock,30.315251,159,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2023Q3.json"
2023Q4,PaymentsForRepurchaseOfCommonStock,48.410738,135,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2023Q4.json"
2024Q1,PaymentsForRepurchaseOfCommonStock,231.850710,1566,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2024Q1.json"
2024Q2,PaymentsForRepurchaseOfCommonStock,24.690391,132,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2024Q2.json"
2024Q3,PaymentsForRepurchaseOfCommonStock,27.351200,160,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2024Q3.json"
2024Q4,PaymentsForRepurchaseOfCommonStock,46.595783,135,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2024Q4.json"
2025Q1,PaymentsForRepurchaseOfCommonStock,279.582759,1621,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2025Q1.json"
2025Q2,PaymentsForRepurchaseOfCommonStock,19.705299,152,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2025Q2.json"
2025Q3,PaymentsForRepurchaseOfCommonStock,32.468705,139,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2025Q3.json"
2025Q4,PaymentsForRepurchaseOfCommonStock,59.716118,129,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2025Q4.json"
2026Q1,PaymentsForRepurchaseOfCommonStock,324.104098,1483,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2026Q1.json"
2026Q2,PaymentsForRepurchaseOfCommonStock,21.403161,131,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfCommonStock/USD/CY2026Q2.json"
2015Q1,PaymentsForRepurchaseOfEquity,2.899793,78,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2015Q1.json"
2015Q2,PaymentsForRepurchaseOfEquity,0.050561,8,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2015Q2.json"
2015Q3,PaymentsForRepurchaseOfEquity,0.269561,11,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2015Q3.json"
2015Q4,PaymentsForRepurchaseOfEquity,0.022350,7,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2015Q4.json"
2016Q1,PaymentsForRepurchaseOfEquity,2.325307,83,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2016Q1.json"
2016Q2,PaymentsForRepurchaseOfEquity,0.213800,8,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2016Q2.json"
2016Q3,PaymentsForRepurchaseOfEquity,0.350755,9,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2016Q3.json"
2016Q4,PaymentsForRepurchaseOfEquity,0.017048,6,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2016Q4.json"
2017Q1,PaymentsForRepurchaseOfEquity,1.289002,76,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2017Q1.json"
2017Q2,PaymentsForRepurchaseOfEquity,0.226127,7,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2017Q2.json"
2017Q3,PaymentsForRepurchaseOfEquity,0.100483,11,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2017Q3.json"
2017Q4,PaymentsForRepurchaseOfEquity,0.038534,8,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2017Q4.json"
2018Q1,PaymentsForRepurchaseOfEquity,2.563138,91,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2018Q1.json"
2018Q2,PaymentsForRepurchaseOfEquity,0.388228,11,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2018Q2.json"
2018Q3,PaymentsForRepurchaseOfEquity,0.096454,9,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2018Q3.json"
2018Q4,PaymentsForRepurchaseOfEquity,0.151872,9,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2018Q4.json"
2019Q1,PaymentsForRepurchaseOfEquity,2.692331,89,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2019Q1.json"
2019Q2,PaymentsForRepurchaseOfEquity,0.578464,11,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2019Q2.json"
2019Q3,PaymentsForRepurchaseOfEquity,0.033036,8,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2019Q3.json"
2019Q4,PaymentsForRepurchaseOfEquity,0.199593,5,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2019Q4.json"
2020Q1,PaymentsForRepurchaseOfEquity,3.126719,77,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2020Q1.json"
2020Q2,PaymentsForRepurchaseOfEquity,0.088479,15,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2020Q2.json"
2020Q3,PaymentsForRepurchaseOfEquity,0.013635,5,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2020Q3.json"
2020Q4,PaymentsForRepurchaseOfEquity,0.086738,5,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2020Q4.json"
2021Q1,PaymentsForRepurchaseOfEquity,2.424519,74,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2021Q1.json"
2021Q2,PaymentsForRepurchaseOfEquity,1.058214,9,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2021Q2.json"
2021Q3,PaymentsForRepurchaseOfEquity,0.093820,4,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2021Q3.json"
2021Q4,PaymentsForRepurchaseOfEquity,0.387125,6,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2021Q4.json"
2022Q1,PaymentsForRepurchaseOfEquity,3.227319,81,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2022Q1.json"
2022Q2,PaymentsForRepurchaseOfEquity,0.813193,10,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2022Q2.json"
2022Q3,PaymentsForRepurchaseOfEquity,0.068360,6,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2022Q3.json"
2022Q4,PaymentsForRepurchaseOfEquity,0.190193,6,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2022Q4.json"
2023Q1,PaymentsForRepurchaseOfEquity,2.134476,73,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2023Q1.json"
2023Q2,PaymentsForRepurchaseOfEquity,0.386735,10,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2023Q2.json"
2023Q3,PaymentsForRepurchaseOfEquity,0.123598,4,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2023Q3.json"
2023Q4,PaymentsForRepurchaseOfEquity,0.852064,7,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2023Q4.json"
2024Q1,PaymentsForRepurchaseOfEquity,2.098249,76,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2024Q1.json"
2024Q2,PaymentsForRepurchaseOfEquity,0.213703,9,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2024Q2.json"
2024Q3,PaymentsForRepurchaseOfEquity,0.082759,5,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2024Q3.json"
2024Q4,PaymentsForRepurchaseOfEquity,1.616422,6,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2024Q4.json"
2025Q1,PaymentsForRepurchaseOfEquity,5.306373,85,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2025Q1.json"
2025Q2,PaymentsForRepurchaseOfEquity,0.192019,11,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2025Q2.json"
2025Q3,PaymentsForRepurchaseOfEquity,0.142921,5,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2025Q3.json"
2025Q4,PaymentsForRepurchaseOfEquity,1.129871,5,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2025Q4.json"
2026Q1,PaymentsForRepurchaseOfEquity,3.767545,77,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2026Q1.json"
2026Q2,PaymentsForRepurchaseOfEquity,0.397465,12,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/PaymentsForRepurchaseOfEquity/USD/CY2026Q2.json"
2015Q1,StockRepurchasedDuringPeriodValue,34.314170,272,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2015Q1.json"
2015Q2,StockRepurchasedDuringPeriodValue,7.159757,66,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2015Q2.json"
2015Q3,StockRepurchasedDuringPeriodValue,8.990393,91,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2015Q3.json"
2015Q4,StockRepurchasedDuringPeriodValue,7.041280,44,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2015Q4.json"
2016Q1,StockRepurchasedDuringPeriodValue,31.325155,305,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2016Q1.json"
2016Q2,StockRepurchasedDuringPeriodValue,5.832930,51,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2016Q2.json"
2016Q3,StockRepurchasedDuringPeriodValue,6.415584,62,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2016Q3.json"
2016Q4,StockRepurchasedDuringPeriodValue,2.357315,32,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2016Q4.json"
2017Q1,StockRepurchasedDuringPeriodValue,40.080423,234,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2017Q1.json"
2017Q2,StockRepurchasedDuringPeriodValue,4.515309,58,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2017Q2.json"
2017Q3,StockRepurchasedDuringPeriodValue,10.301291,68,"SEC XBRL frames API https://data.sec.gov/api/xbrl/frames/us-gaap/StockRepurchasedDuringPeriodValue/USD/CY2017Q3.json"
